Provider_ID,Hospital_Name,Period,Avg_Spending_Per_Episode_Hospital,Avg_Spending_Per_Episode_State,Avg_Spending_Per_Episode_Nation,Percent_of_Spending_Hospital,Percent_of_Spending_State,Percent_of_Spending_Nation, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,State,Measure Response,Condition,Score,Sample,Measure Name,Value,Payment measure name,Payment category,Denominator,Payment,Lower estimate,Higher estimate,Value of care display name,Value of care category,"Measure Name_x_Able to track patients’ lab results, tests, and referrals electronically between visits",Measure Name_x_General Surgery Registry,Measure Name_x_Multispecialty surgical registry,Measure Name_x_Nursing care registry,Measure Name_x_Patient Safety Culture,Measure Name_x_Safe surgery checklist use (inpatient),Measure Name_x_Safe surgery checklist use (outpatient),Measure Name_y_Door to diagnostic eval,Measure Name_y_ED1,Measure Name_y_ED2,Measure Name_y_Emergency department volume,Measure Name_y_Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Measure Name_y_Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,Measure Name_y_External Beam Radiotherapy for Bone Metastases,Measure Name_y_Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Measure Name_y_Head CT results,Measure Name_y_Healthcare workers given influenza vaccination,Measure Name_y_Hospital acquired potentially preventable venous thromboembolism,Measure Name_y_Immunization for influenza,Measure Name_y_Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,Measure Name_y_Left before being seen,Measure Name_y_Median Time to ECG,Measure Name_y_Median Time to Fibrinolysis,Measure Name_y_Median Time to Transfer to Another Facility for Acute Coronary Intervention,Measure Name_y_Median time to pain med,Measure Name_y_OP 18,"Measure Name_y_Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary"
450747,PALESTINE REGIONAL MEDICAL CENTER,During Index Hospital Admission,$35,$24,$20,0.2%,0.11%,0.1%,18,$20333.94,$7013.27,$5356.38,TX,Yes,Heart Attack or Chest Pain,65,20,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.029849,Payment for hip/knee replacement patients,Greater than the National Average Payment,94,"$27,451","$25,435","$29,729",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450754,HAMILTON GENERAL HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,12,$9826.66,$5003.08,$4534.08,TX,Yes,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.039494,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450755,COVENANT HOSPITAL LEVELLAND,1 through 30 days After Discharge from Index Hospital Admission,$618,$1223,$1059,4.4%,5.6%,5.22%,13,$13531.92,$7721.76,$6469.07,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .949421,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450766,U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,1 to 3 days Prior to Index Hospital Admission,$469,$593,$536,1.76%,2.71%,2.64%,26,$53585.65,$13607.46,$12358.15,TX,Y,Pregnancy and Delivery Care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.051434,Payment for hip/knee replacement patients,Greater than the National Average Payment,52,"$25,070","$22,699","$27,688",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,1 to 3 days Prior to Index Hospital Admission,$3,$3,$2,0.01%,0.01%,0.01%,14,$43179.92,$11130.21,$10326.28,TX,Y,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.104686,Payment for heart failure patients,Greater than the National Average Payment,216,"$17,630","$16,206","$19,205",Value of Care Heart Failure measure,Average mortality and higher payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450774,TOPS SURGICAL SPECIALTY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$18,$11,0%,0.08%,0.05%,12,$45333.08,$21159.50,$20216.16,TX,Y,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.004623,Payment for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450775,KINGWOOD MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$2,$6,$6,0.01%,0.03%,0.03%,12,$42545.16,$7289.16,$4555.66,TX,Y,Emergency Department,178,931,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.084349,Payment for heart attack patients,Greater than the National Average Payment,229,"$26,221","$24,137","$28,720",Value of Care Heart Attack measure,Average mortality and higher payment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,1 to 3 days Prior to Index Hospital Admission,$52,$124,$126,0.25%,0.57%,0.62%,12,$30446.08,$6326.33,$5482.66,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.051364,Payment for heart failure patients,No Different than the National Average Payment,275,"$16,658","$15,446","$17,936",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,11,$95041.63,$24510.54,$19657.72,TX,Yes,Emergency Department,46,267,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .954114,Payment for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450788,THE CORPUS CHRISTI MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$3521,$4099,$2745,17.13%,18.76%,13.52%,60,$33780.43,$6545.45,$5390.21,TX,N,Emergency Department,122,632,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.028064,Payment for pneumonia patients,Greater than the National Average Payment,501,"$19,268","$18,212","$20,265",Value of Care Pneumonia measure,Average mortality and higher payment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,1 through 30 days After Discharge from Index Hospital Admission,$660,$698,$697,2.95%,3.2%,3.43%,35,$18811.20,$5514.22,$4368.91,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.094950,Payment for heart failure patients,No Different than the National Average Payment,642,"$15,641","$14,877","$16,456",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450803,DOCTORS HOSPITAL TIDWELL,During Index Hospital Admission,$8628,$9836,$9676,40.35%,45.01%,47.66%,21,$17879.61,$6317.00,$5060.90,TX,Y,Pregnancy and Delivery Care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.187426,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450804,TEXAS ORTHOPEDIC HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,78,$98282.71,$23759.52,$18883.24,TX,Yes,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .940013,Payment for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450808,NORTHWEST HILLS SURGICAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$1,$0,0%,0%,0%,46,$52271.15,$19533.34,$16784.71,TX,Y,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.049013,Payment for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450809,NORTH AUSTIN MEDICAL CENTER,During Index Hospital Admission,$20,$24,$20,0.1%,0.11%,0.1%,11,$27094.00,$6187.09,$3886.72,TX,Y,Blood Clot Prevention and Treatment,0,13,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.056807,Payment for heart failure patients,No Different than the National Average Payment,326,"$15,679","$14,591","$16,817",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,17,$36971.82,$6145.00,$4993.76,TX,No,Emergency Department,364,662,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.063290,Payment for heart attack patients,Greater than the National Average Payment,235,"$25,576","$23,508","$27,782",Value of Care Heart Attack measure,Average mortality and higher payment,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450822,LAS COLINAS MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$154,$96,$85,0.8%,0.44%,0.42%,11,$81382.36,$11386.45,$10566.09,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.049508,Payment for heart failure patients,No Different than the National Average Payment,79,"$14,988","$13,314","$17,010",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450825,CORNERSTONE REGIONAL HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,34,$67503.67,$18451.61,$16967.58,TX,Y,Emergency Department,5,59,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .878529,Payment for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450827,KELL WEST REGIONAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$2,$3,$2,0.01%,0.01%,0.01%,30,$14470.53,$5630.00,$4773.00,TX,N,Emergency Department,63,212,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.082966,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450828,CHRISTUS SPOHN HOSPITAL ALICE,1 through 30 days After Discharge from Index Hospital Admission,$2854,$2673,$3010,14.46%,12.23%,14.83%,40,$33230.70,$6417.57,$5277.60,TX,N,Colonoscopy care,0,27,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.168220,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450833,ENNIS REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$14,$124,$126,0.07%,0.57%,0.62%,12,$22688.41,$5542.00,$4695.66,TX,Yes,Colonoscopy care,91,23,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.114207,Payment for heart failure patients,No Different than the National Average Payment,75,"$16,372","$14,468","$18,475",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450834,PHYSICIANS CENTRETHE,1 to 3 days Prior to Index Hospital Admission,$0,$18,$11,0%,0.08%,0.05%,23,$67486.65,$21034.86,$20108.04,TX,No,Emergency Department,80,221,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .905391,Payment for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1 to 3 days Prior to Index Hospital Admission,$4,$8,$7,0.02%,0.04%,0.04%,18,$24637.38,$7619.16,$4360.94,TX,Yes,Blood Clot Prevention and Treatment,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.075408,Payment for heart failure patients,No Different than the National Average Payment,79,"$15,800","$13,973","$17,804",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,17,$41031.76,$5589.00,$4930.64,TX,Y,Colonoscopy care,85,72,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.085093,Payment for hip/knee replacement patients,Greater than the National Average Payment,117,"$26,612","$24,898","$28,467",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450845,EL PASO SPECIALTY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$18,$11,0%,0.08%,0.05%,11,$61911.27,$20037.09,$19016.72,TX,Yes,Emergency Department,"Low (0 - 19,999 patients annually)",46,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .914686,Payment for hip/knee replacement patients,Less than the National Average Payment,343,"$21,069","$20,318","$21,861",Value of Care hip/knee replacement measure,Average complications and lower payment,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450847,MEMORIAL HERMANN KATY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$3,$2,0%,0.01%,0.01%,16,$37971.43,$10987.25,$10142.25,TX,Yes,Colonoscopy care,93,28,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.024011,Payment for heart attack patients,No Different than the National Average Payment,69,"$25,530","$22,663","$28,882",Value of Care Heart Attack measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,Complete Episode,$19468,$21855,$20302,100%,100%,100%,24,$21776.25,$7502.37,$6129.12,TX,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .988123,Payment for heart attack patients,No Different than the National Average Payment,49,"$22,893","$20,152","$25,925",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450851,BAYLOR HEART AND VASCULAR HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$113,$96,$85,0.42%,0.44%,0.42%,99,$16224.38,$6028.77,$4764.60,TX,Yes,Colonoscopy care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.002915,Payment for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,During Index Hospital Admission,$2016,$1529,$1502,8.84%,7%,7.4%,46,$142905.89,$33942.06,$28968.39,TX,Yes,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.077578,Payment for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450855,HARLINGEN MEDICAL CENTER,Complete Episode,$21478,$21855,$20302,100%,100%,100%,12,$35208.16,$7089.66,$5976.33,TX,Yes,Emergency Department,"Medium (20,000 - 39,999 patients annually)",Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.014527,Payment for heart attack patients,Greater than the National Average Payment,103,"$27,706","$24,634","$31,182",Value of Care Heart Attack measure,Average mortality and higher payment,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,163,$59594.77,$20799.71,$18057.90,TX,N,Cancer care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .965036,Payment for hip/knee replacement patients,Less than the National Average Payment,157,"$18,346","$17,443","$19,283",Value of Care hip/knee replacement measure,Average complications and lower payment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
450860,MEMORIAL HERMANN SUGAR LAND SURGICAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$1,$0,0%,0%,0%,70,$43713.01,$12189.44,$9607.70,TX,N,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .844769,Payment for hip/knee replacement patients,Less than the National Average Payment,137,"$20,408","$19,334","$21,555",Value of Care hip/knee replacement measure,Average complications and lower payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450862,CHI ST LUKE'S HEALTH THE WOODLANDS HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$745,$698,$697,3.04%,3.2%,3.43%,19,$25440.63,$7512.68,$4500.26,TX,Yes,Cancer care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.140642,Payment for pneumonia patients,Greater than the National Average Payment,491,"$20,878","$19,705","$22,017",Value of Care Pneumonia measure,Average mortality and higher payment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
450864,TEXAS SPINE AND JOINT HOSPITAL,During Index Hospital Admission,$90,$24,$20,0.4%,0.11%,0.1%,203,$67188.72,$20564.82,$17591.83,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .888743,Payment for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450867,SETON NORTHWEST HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,11,$45422.81,$7489.00,$6565.72,TX,Yes,Heart Attack or Chest Pain,10,117,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.009351,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450869,DOCTORS HOSPITAL AT RENAISSANCE,1 through 30 days After Discharge from Index Hospital Admission,$1478,$1223,$1059,6.66%,5.6%,5.22%,46,$26082.26,$8402.08,$7546.34,TX,Yes,Emergency Department,437,537,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.011201,Payment for heart attack patients,No Different than the National Average Payment,210,"$24,460","$22,442","$26,639",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450871,ARISE AUSTIN MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$0,$6,$6,0%,0.03%,0.03%,173,$60038.09,$11902.35,$9721.88,TX,Yes,Colonoscopy care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.021124,Payment for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450872,U S M D HOSPITAL AT ARLINGTON L P,1 through 30 days After Discharge from Index Hospital Admission,$661,$1223,$1059,3.7%,5.6%,5.22%,25,$101888.16,$26970.24,$17526.12,TX,No,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.026879,Payment for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Pneumonia measure,Not Available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,During Index Hospital Admission,$14523,$9836,$9676,59.82%,45.01%,47.66%,12,$34805.41,$16548.25,$7819.33,TX,Yes,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.030762,Payment for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450875,PHYSICIANS SURGICAL HOSPITAL AT QUAIL CREEK,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,44,$62318.68,$20246.97,$16487.54,TX,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .946797,Payment for hip/knee replacement patients,Less than the National Average Payment,964,"$20,904","$20,434","$21,361",Value of Care hip/knee replacement measure,Better complications and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
