Provider_ID,Condition,Measure Name,Score,Sample
100288,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,17.0
100314,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,28.0
100265,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,15.0
100260,Emergency Department,Left before being seen,0.0,56118.0
100268,Emergency Department,Left before being seen,1.0,47468.0
100275,Emergency Department,ED1,303.0,716.0
100319,Emergency Department,Head CT results,100.0,13.0
100321,Emergency Department,ED1,322.0,913.0
100320,Emergency Department,Median time to pain med,27.0,137.0
100243,Preventive Care,Healthcare workers given influenza vaccination,72.0,3587.0
100252,Preventive Care,Healthcare workers given influenza vaccination,86.0,580.0
100315,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,124.0
100259,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,32.0
100248,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,40.0
100281,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,23.0
100265,Emergency Department,Median time to pain med,62.0,162.0
100258,Preventive Care,Healthcare workers given influenza vaccination,63.0,2508.0
100321,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,89.0
110028,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,49.0
110091,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,70.0
110040,Emergency Department,OP 18,130.0,474.0
110001,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95.0,114.0
110003,Cancer care,External Beam Radiotherapy for Bone Metastases,69.0,32.0
110006,Emergency Department,ED1,311.0,508.0
110005,Preventive Care,Immunization for influenza,99.0,521.0
110006,Emergency Department,Median time to pain med,59.0,134.0
110003,Emergency Department,OP 18,177.0,380.0
110001,Emergency Department,Head CT results,88.0,26.0
110005,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",6.0,285.0
101312,Emergency Department,ED1,248.0,358.0
100314,Heart Attack or Chest Pain,Median Time to ECG,9.0,140.0
110005,Preventive Care,Healthcare workers given influenza vaccination,93.0,4060.0
101309,Heart Attack or Chest Pain,Median Time to ECG,18.0,87.0
101312,Emergency Department,ED2,60.0,358.0
110005,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,24.0
110005,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,72.0
110005,Heart Attack or Chest Pain,Median Time to ECG,4.0,23.0
101313,Emergency Department,ED1,226.0,541.0
110002,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,46.0,61.0
110008,Preventive Care,Immunization for influenza,99.0,514.0
110036,Emergency Department,ED2,301.0,661.0
110006,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97.0,198.0
110003,Preventive Care,Healthcare workers given influenza vaccination,71.0,1409.0
101301,Emergency Department,Head CT results,55.0,11.0
110005,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,32.0
110007,Emergency Department,Left before being seen,6.0,90129.0
110023,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,69.0,21.0
110002,Emergency Department,Left before being seen,2.0,29654.0
110008,Emergency Department,Head CT results,58.0,24.0
110002,Emergency Department,ED1,274.0,406.0
110006,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,146.0
110001,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,101.0
101313,Emergency Department,ED2,50.0,537.0
101301,Emergency Department,ED1,268.0,660.0
101309,Preventive Care,Healthcare workers given influenza vaccination,97.0,352.0
101301,Emergency Department,Left before being seen,2.0,24169.0
110005,Emergency Department,ED1,238.0,524.0
110011,Emergency Department,Left before being seen,2.0,59631.0
110003,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,55.0
110008,Emergency Department,Door to diagnostic eval,25.0,406.0
101301,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,174.0
101301,Preventive Care,Healthcare workers given influenza vaccination,85.0,338.0
101300,Emergency Department,Left before being seen,0.0,14347.0
110003,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,42.0
101300,Emergency Department,Median time to pain med,53.0,58.0
101310,Emergency Department,ED1,307.0,631.0
110016,Emergency Department,ED1,260.0,778.0
101301,Emergency Department,OP 18,130.0,370.0
101310,Emergency Department,ED2,118.0,631.0
101310,Preventive Care,Immunization for influenza,100.0,309.0
110001,Emergency Department,ED1,313.0,659.0
110003,Heart Attack or Chest Pain,Median Time to ECG,8.0,43.0
110006,Emergency Department,OP 18,150.0,385.0
110007,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,37.0,1003.0
110008,Emergency Department,Median time to pain med,46.0,282.0
110005,Emergency Department,OP 18,144.0,396.0
110006,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93.0,216.0
110025,Emergency Department,Median time to pain med,67.0,163.0
110003,Emergency Department,Door to diagnostic eval,43.0,406.0
101307,Preventive Care,Healthcare workers given influenza vaccination,87.0,233.0
110008,Emergency Department,OP 18,162.0,384.0
101300,Emergency Department,ED2,85.0,241.0
110001,Emergency Department,Left before being seen,4.0,60812.0
130006,Emergency Department,OP 18,145.0,491.0
110003,Emergency Department,Head CT results,72.0,25.0
101309,Emergency Department,Left before being seen,1.0,16832.0
110007,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",1.0,503.0
110007,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,1889.0
101309,Emergency Department,Door to diagnostic eval,16.0,416.0
101300,Heart Attack or Chest Pain,Median Time to ECG,5.0,188.0
101313,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,100.0
110001,Emergency Department,Median time to pain med,54.0,274.0
110003,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,35.0
110005,Emergency Department,Median time to pain med,40.0,346.0
110007,Emergency Department,Head CT results,38.0,13.0
110002,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,81.0
101309,Heart Attack or Chest Pain,Aspirin at Arrival,82.0,82.0
110045,Heart Attack or Chest Pain,Median Time to ECG,7.0,58.0
110007,Preventive Care,Healthcare workers given influenza vaccination,81.0,5309.0
110002,Preventive Care,Immunization for influenza,99.0,290.0
101310,Preventive Care,Healthcare workers given influenza vaccination,72.0,203.0
110002,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,67.0,49.0
101301,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,18.0
101308,Preventive Care,Healthcare workers given influenza vaccination,96.0,348.0
110008,Emergency Department,ED1,270.0,680.0
110001,Heart Attack or Chest Pain,Aspirin at Arrival,96.0,28.0
110002,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,46.0
110002,Heart Attack or Chest Pain,Median Time to ECG,8.0,83.0
101313,Preventive Care,Immunization for influenza,96.0,333.0
110005,Cancer care,External Beam Radiotherapy for Bone Metastases,47.0,36.0
110002,Emergency Department,ED2,73.0,398.0
110002,Emergency Department,OP 18,157.0,644.0
101313,Emergency Department,Left before being seen,1.0,3118.0
110006,Preventive Care,Immunization for influenza,98.0,509.0
110001,Heart Attack or Chest Pain,Median Time to ECG,9.0,30.0
110007,Emergency Department,ED2,195.0,602.0
101303,Preventive Care,Healthcare workers given influenza vaccination,75.0,156.0
110024,Heart Attack or Chest Pain,Median Time to ECG,13.0,33.0
101313,Emergency Department,Door to diagnostic eval,17.0,398.0
110007,Emergency Department,Door to diagnostic eval,34.0,500.0
110007,Emergency Department,OP 18,196.0,471.0
101300,Preventive Care,Immunization for influenza,100.0,182.0
101312,Preventive Care,Immunization for influenza,96.0,218.0
110005,Emergency Department,ED2,83.0,524.0
110006,Preventive Care,Healthcare workers given influenza vaccination,93.0,2942.0
101300,Heart Attack or Chest Pain,Aspirin at Arrival,97.0,180.0
110005,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,101.0
110003,Preventive Care,Immunization for influenza,84.0,522.0
101313,Preventive Care,Healthcare workers given influenza vaccination,69.0,435.0
110006,Emergency Department,Left before being seen,1.0,46513.0
110001,Emergency Department,Door to diagnostic eval,39.0,376.0
110008,Preventive Care,Healthcare workers given influenza vaccination,96.0,2351.0
110003,Emergency Department,ED2,107.0,843.0
110002,Preventive Care,Healthcare workers given influenza vaccination,98.0,800.0
101300,Emergency Department,Door to diagnostic eval,13.0,441.0
110007,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,44.0
110008,Emergency Department,ED2,81.0,680.0
101301,Emergency Department,Median time to pain med,58.0,146.0
110001,Emergency Department,OP 18,191.0,358.0
110002,Emergency Department,Door to diagnostic eval,31.0,669.0
101300,Emergency Department,ED1,225.0,297.0
110007,Emergency Department,Median time to pain med,83.0,276.0
110006,Emergency Department,ED2,137.0,504.0
110006,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,9.0,11.0
101305,Emergency Department,Left before being seen,2.0,6128.0
110007,Emergency Department,ED1,404.0,608.0
110007,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,19.0,27.0
110003,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,156.0
101309,Emergency Department,OP 18,121.0,387.0
110003,Emergency Department,ED1,312.0,843.0
110015,Emergency Department,ED2,63.0,372.0
110001,Cancer care,External Beam Radiotherapy for Bone Metastases,73.0,11.0
110003,Emergency Department,Median time to pain med,59.0,127.0
110006,Emergency Department,Door to diagnostic eval,27.0,398.0
110005,Emergency Department,Door to diagnostic eval,15.0,407.0
101313,Heart Attack or Chest Pain,Median Time to ECG,4.0,122.0
110007,Preventive Care,Immunization for influenza,83.0,557.0
101313,Emergency Department,OP 18,106.0,341.0
101300,Preventive Care,Healthcare workers given influenza vaccination,90.0,155.0
101301,Preventive Care,Immunization for influenza,95.0,202.0
101301,Emergency Department,ED2,60.0,660.0
110040,Emergency Department,Left before being seen,3.0,12265.0
110015,Emergency Department,ED1,225.0,372.0
101313,Emergency Department,Median time to pain med,42.0,109.0
101301,Heart Attack or Chest Pain,Median Time to ECG,6.0,196.0
101313,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,90.0,30.0
110005,Emergency Department,Left before being seen,1.0,61066.0
101305,Preventive Care,Healthcare workers given influenza vaccination,28.0,112.0
110001,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,49.0
101309,Emergency Department,Median time to pain med,46.0,64.0
101313,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94.0,47.0
110005,Emergency Department,Head CT results,68.0,19.0
110002,Emergency Department,Median time to pain med,54.0,114.0
101301,Emergency Department,Door to diagnostic eval,12.0,425.0
110008,Emergency Department,Left before being seen,1.0,46185.0
101301,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,53.0
110001,Preventive Care,Healthcare workers given influenza vaccination,97.0,2692.0
110042,Emergency Department,Door to diagnostic eval,24.0,374.0
